corp_conv_idx,conv_id,speaker,corp_vol_idx,conv_vol_idx,vol_text,corp_utt_idx,conv_utt_idx,utt_text,T1,T2
7,low_031,counsellor,608,32,so let's just continue on our conversation that's so Tonya I'm really glad you were able to kind of come in and just talk with me for a couple minutes as I explained kind of briefly on the phone as part of your insurance benefit I'm available for you as your own personal coach you know I am a nurse but I have a lot of background in wellness so I've been really here to help guide people and kind of as a case manager I'm able to help you there help empower you don't kind of work towards your goals of what you're trying to work on with your health and I know you would express on the phone a little bit but I would love it if you tell me some more about you know what is one of maybe the main things you've been thinking about in relation to your health right now,1488,121,help empower you don't kind of work towards your goals of what you're trying to work on with your health,O,FI
7,low_031,counsellor,608,32,so let's just continue on our conversation that's so Tonya I'm really glad you were able to kind of come in and just talk with me for a couple minutes as I explained kind of briefly on the phone as part of your insurance benefit I'm available for you as your own personal coach you know I am a nurse but I have a lot of background in wellness so I've been really here to help guide people and kind of as a case manager I'm able to help you there help empower you don't kind of work towards your goals of what you're trying to work on with your health and I know you would express on the phone a little bit but I would love it if you tell me some more about you know what is one of maybe the main things you've been thinking about in relation to your health right now,1489,122,and I know you would express on the phone a little bit,O,FI
7,low_031,counsellor,608,32,so let's just continue on our conversation that's so Tonya I'm really glad you were able to kind of come in and just talk with me for a couple minutes as I explained kind of briefly on the phone as part of your insurance benefit I'm available for you as your own personal coach you know I am a nurse but I have a lot of background in wellness so I've been really here to help guide people and kind of as a case manager I'm able to help you there help empower you don't kind of work towards your goals of what you're trying to work on with your health and I know you would express on the phone a little bit but I would love it if you tell me some more about you know what is one of maybe the main things you've been thinking about in relation to your health right now,1490,123,but I would love it if you tell me some more about you know what is one of maybe the main things you've been thinking about in relation to your health right now,Q,OQ
7,low_031,client,609,33,okay well basically I feel like if I don't if I don't stay on certain habits and routines then everything just kind of goes kaput,1491,124,okay well basically I feel like if I don't if I don't stay on certain habits and routines then everything just kind of goes kaput,N,N
7,low_031,counsellor,610,34,so the structure is really important to you in your life in order to manage your house,1492,125,so the structure is really important to you in your life,SRL,SR
7,low_031,counsellor,610,34,so the structure is really important to you in your life in order to manage your house,1493,126,in order to manage your house,SRL,SR
7,low_031,client,611,35,yeah I realize there's certain things I have to do in order to stay on on track yeah or else everything just kind of then I start noticing that I get into this whole this whole myriad of unhealthy unhealthy things I feel yucky basically,1494,127,yeah I realize there's certain things I have to do in order to stay on on track,N,N
7,low_031,client,611,35,yeah I realize there's certain things I have to do in order to stay on on track yeah or else everything just kind of then I start noticing that I get into this whole this whole myriad of unhealthy unhealthy things I feel yucky basically,1495,128,yeah or else everything just kind of,N,N
7,low_031,client,611,35,yeah I realize there's certain things I have to do in order to stay on on track yeah or else everything just kind of then I start noticing that I get into this whole this whole myriad of unhealthy unhealthy things I feel yucky basically,1496,129,then I start noticing that I get into this whole this whole myriad of unhealthy unhealthy things,N,N
7,low_031,client,611,35,yeah I realize there's certain things I have to do in order to stay on on track yeah or else everything just kind of then I start noticing that I get into this whole this whole myriad of unhealthy unhealthy things I feel yucky basically,1497,130,I feel yucky basically,N,N
7,low_031,counsellor,612,36,so it almost sounds like a house of cards if one kind of shifts away from from that,1498,131,so it almost sounds like a house of cards,CRL,CR
7,low_031,counsellor,612,36,so it almost sounds like a house of cards if one kind of shifts away from from that,1499,132,if one kind of shifts away from from that,CRL,CR
7,low_031,client,613,37,hmm,1500,133,hmm,N,N
7,low_031,counsellor,614,38,they just kind of all fall down very quickly and then you start to not feel good about yourself or you don't start to feel good in general physically,1501,134,they just kind of all fall down very quickly,CRL,CR
7,low_031,counsellor,614,38,they just kind of all fall down very quickly and then you start to not feel good about yourself or you don't start to feel good in general physically,1502,135,and then you start to not feel good about yourself,CRL,CR
7,low_031,counsellor,614,38,they just kind of all fall down very quickly and then you start to not feel good about yourself or you don't start to feel good in general physically,1503,136,or you don't start to feel good in general physically,CRL,CR
7,low_031,client,615,39,yeah I don't start field of it in general physically and then I you know I I yeah I can feel a change in my body and I just feel yucky because I'm then I end up not doing anything really,1504,137,yeah I don't start field of it in general physically,N,N
7,low_031,client,615,39,yeah I don't start field of it in general physically and then I you know I I yeah I can feel a change in my body and I just feel yucky because I'm then I end up not doing anything really,1505,138,and then I you know I I yeah I can feel a change in my body,N,N
7,low_031,client,615,39,yeah I don't start field of it in general physically and then I you know I I yeah I can feel a change in my body and I just feel yucky because I'm then I end up not doing anything really,1506,139,and I just feel yucky,N,N
7,low_031,client,615,39,yeah I don't start field of it in general physically and then I you know I I yeah I can feel a change in my body and I just feel yucky because I'm then I end up not doing anything really,1507,140,because I'm then I end up not doing anything really,N,N
7,low_031,counsellor,616,40,oh okay so because you start feeling poorly or you started feeling badly then you just kind of say well whatever or,1508,141,oh okay so because you start feeling poorly or you started feeling badly then you just kind of say well whatever or,CRL,CR
7,low_031,client,617,41,yeah yeah it's kind of I move on and good habit reinforces on the so they build upon each other and it's sort of like if I don't have that collection of good habits then yeah I start to feel it because I'm not exercising and then I start to feel you know the fat come on and yeah,1509,142,yeah yeah it's kind of I move on and good habit reinforces on the so they build upon each other,N,N
7,low_031,client,617,41,yeah yeah it's kind of I move on and good habit reinforces on the so they build upon each other and it's sort of like if I don't have that collection of good habits then yeah I start to feel it because I'm not exercising and then I start to feel you know the fat come on and yeah,1510,143,and it's sort of like if I don't have that collection of good habits then yeah I start to feel it,N,N
7,low_031,client,617,41,yeah yeah it's kind of I move on and good habit reinforces on the so they build upon each other and it's sort of like if I don't have that collection of good habits then yeah I start to feel it because I'm not exercising and then I start to feel you know the fat come on and yeah,1511,144,because I'm not exercising and then I start to feel you know the fat come on,N,N
7,low_031,client,617,41,yeah yeah it's kind of I move on and good habit reinforces on the so they build upon each other and it's sort of like if I don't have that collection of good habits then yeah I start to feel it because I'm not exercising and then I start to feel you know the fat come on and yeah,1512,145,and yeah,N,N
7,low_031,counsellor,618,42,for you it feels like this whole kind of circle of things almost the quickl you're not doing what you need to be doing then you start to feel a weight difference in your weight,1513,146,for you it feels like this whole kind of circle of things almost,CRL,CR
7,low_031,counsellor,618,42,for you it feels like this whole kind of circle of things almost the quickl you're not doing what you need to be doing then you start to feel a weight difference in your weight,1514,147,the quickl you're not doing what you need to be doing,CRL,CR
7,low_031,counsellor,618,42,for you it feels like this whole kind of circle of things almost the quickl you're not doing what you need to be doing then you start to feel a weight difference in your weight,1515,148,then you start to feel a weight difference in your weight,CRL,CR
7,low_031,client,619,43,yeah,1516,149,yeah,N,N
7,low_031,counsellor,620,44,so it just kind of builds on itself,1517,150,so it just kind of builds on itself,CRL,CR
7,low_031,client,621,45,yeah,1518,151,yeah,N,N
7,low_031,counsellor,622,46,so what do you see is the key goal that you're trying to focus on right now or maybe a group of goals what are what are your key things that you are wanting to have happen,1519,152,so what do you see is the key goal that you're trying to focus on right now,Q,OQ
7,low_031,counsellor,622,46,so what do you see is the key goal that you're trying to focus on right now or maybe a group of goals what are what are your key things that you are wanting to have happen,1520,153,or maybe a group of goals,Q,OQ
7,low_031,counsellor,622,46,so what do you see is the key goal that you're trying to focus on right now or maybe a group of goals what are what are your key things that you are wanting to have happen,1521,154,what are what are your key things that you are wanting to have happen,Q,OQ
7,low_031,client,623,47,well I think just doing those things that do make me feel good you know,1522,155,well I think just doing those things that do make me feel good you know,C,AC+
7,low_031,counsellor,624,48,tell me a little bit about those,1523,156,tell me a little bit about those,O,OQ
7,low_031,client,625,49,drinking water eating a certain amount of fruits and vegetables per day giving a certain amount of activity in per day and I was just thinking lately what's important to me is having one kind of thing that I do around physical activity that's social so I'm around other people and I realized that that makes a big difference to,1524,157,drinking water,C,AC+
7,low_031,client,625,49,drinking water eating a certain amount of fruits and vegetables per day giving a certain amount of activity in per day and I was just thinking lately what's important to me is having one kind of thing that I do around physical activity that's social so I'm around other people and I realized that that makes a big difference to,1525,158,eating a certain amount of fruits and vegetables per day,C,AC+
7,low_031,client,625,49,drinking water eating a certain amount of fruits and vegetables per day giving a certain amount of activity in per day and I was just thinking lately what's important to me is having one kind of thing that I do around physical activity that's social so I'm around other people and I realized that that makes a big difference to,1526,159,giving a certain amount of activity in per day,C,AC+
7,low_031,client,625,49,drinking water eating a certain amount of fruits and vegetables per day giving a certain amount of activity in per day and I was just thinking lately what's important to me is having one kind of thing that I do around physical activity that's social so I'm around other people and I realized that that makes a big difference to,1527,160,and I was just thinking lately what's important to me is having one kind of thing that I do around physical activity that's social,C,AC+
7,low_031,client,625,49,drinking water eating a certain amount of fruits and vegetables per day giving a certain amount of activity in per day and I was just thinking lately what's important to me is having one kind of thing that I do around physical activity that's social so I'm around other people and I realized that that makes a big difference to,1528,161,so I'm around other people,C,AC+
7,low_031,client,625,49,drinking water eating a certain amount of fruits and vegetables per day giving a certain amount of activity in per day and I was just thinking lately what's important to me is having one kind of thing that I do around physical activity that's social so I'm around other people and I realized that that makes a big difference to,1529,162,and I realized that that makes a big difference to,C,AC+
7,low_031,counsellor,626,50,Oh social physical activity,1530,163,Oh social physical activity,SRL,SR
7,low_031,client,627,51,yeah,1531,164,yeah,N,N
7,low_031,counsellor,628,52,that you get to be out and be with people like,1532,165,that you get to be out and be with people like,SRL,SR
7,low_031,client,629,53,yeah j,1533,166,yeah,N,N
7,low_031,client,629,53,yeah j,1534,167,j,N,N
7,low_031,counsellor,630,54,Just doing on your own right like even going to a gym and just being around other people working out. We're going to some kind of exercise class just to be around other people who they're their general goal is to you know do physical activity and feel better through it.,1535,168,Just doing on your own right like even going to a gym and just being around other people working out.,SRL,SR
7,low_031,counsellor,630,54,Just doing on your own right like even going to a gym and just being around other people working out. We're going to some kind of exercise class just to be around other people who they're their general goal is to you know do physical activity and feel better through it.,1536,169,We're going to some kind of exercise class just to be around other people who they're their general goal is to you know do physical activity and feel better through it.,SRL,SR
7,low_031,client,631,55,hmm so that you kind of feel like you're in a partnership together,1537,170,hmm so that you kind of feel like you're in a partnership together,N,N
7,low_031,counsellor,632,56,yeah,1538,171,yeah,O,FI
7,low_031,client,633,57,that's rather than just you're wrong,1539,172,that's rather than just you're wrong,N,N
7,low_031,counsellor,634,58,yeah,1540,173,yeah,O,FI
7,low_031,client,635,59,yeah I'm working toward this together as a group,1541,174,yeah,N,N
7,low_031,client,635,59,yeah I'm working toward this together as a group,1542,175,I'm working toward this together as a group,N,N
7,low_031,counsellor,636,60,yeah so you've talked about several different kind of pieces that are important to you if we just took a look at that one activity because that sounds like a newer thing that you're really trying to push with where would you put yourself on how important this is to you want to say on a scale of one to ten just just on importance,1543,176,yeah,O,FI
7,low_031,counsellor,636,60,yeah so you've talked about several different kind of pieces that are important to you if we just took a look at that one activity because that sounds like a newer thing that you're really trying to push with where would you put yourself on how important this is to you want to say on a scale of one to ten just just on importance,1544,177,so you've talked about several different kind of pieces that are important to you,SRL,SR
7,low_031,counsellor,636,60,yeah so you've talked about several different kind of pieces that are important to you if we just took a look at that one activity because that sounds like a newer thing that you're really trying to push with where would you put yourself on how important this is to you want to say on a scale of one to ten just just on importance,1545,178,if we just took a look at that one activity because that sounds like a newer thing that you're really trying to push with,SRL,SR
7,low_031,counsellor,636,60,yeah so you've talked about several different kind of pieces that are important to you if we just took a look at that one activity because that sounds like a newer thing that you're really trying to push with where would you put yourself on how important this is to you want to say on a scale of one to ten just just on importance,1546,179,where would you put yourself on how important this is to you,O,CQ
7,low_031,counsellor,636,60,yeah so you've talked about several different kind of pieces that are important to you if we just took a look at that one activity because that sounds like a newer thing that you're really trying to push with where would you put yourself on how important this is to you want to say on a scale of one to ten just just on importance,1547,180,want to say on a scale of one to ten just just on importance,O,CQ
7,low_031,client,637,61,yeah right now I realized that it would be this is just something I came to realization today so it would be about I think it's an eight,1548,181,yeah right now I realized that it would be,N,N
7,low_031,client,637,61,yeah right now I realized that it would be this is just something I came to realization today so it would be about I think it's an eight,1549,182,this is just something I came to realization today,N,N
7,low_031,client,637,61,yeah right now I realized that it would be this is just something I came to realization today so it would be about I think it's an eight,1550,183,so it would be about,N,N
7,low_031,client,637,61,yeah right now I realized that it would be this is just something I came to realization today so it would be about I think it's an eight,1551,184,I think it's an eight,N,N
7,low_031,counsellor,638,62,Wow eight yeah it's really really up there,1552,185,Wow,O,FI
7,low_031,counsellor,638,62,Wow eight yeah it's really really up there,1553,186,eight,SRL,SR
7,low_031,counsellor,638,62,Wow eight yeah it's really really up there,1554,187,yeah it's really really up there,CRL,CR
7,low_031,client,639,63,yeah,1555,188,yeah,N,N
7,low_031,counsellor,640,64,it's not a four or five right why would you say an eight not a four or five,1556,189,it's not a four or five right,CRL,CR
7,low_031,counsellor,640,64,it's not a four or five right why would you say an eight not a four or five,1557,190,why would you say an eight,Q,OQ
7,low_031,counsellor,640,64,it's not a four or five right why would you say an eight not a four or five,1558,191,not a four or five,Q,OQ
7,low_031,client,641,65,because I that it's a it is important for me to have social interaction and be around people who are doing like I guess you'd say like-minded like-minded things and then it becomes less just about me and more about you know just sharing,1559,192,because I that it's a it is important for me to have social interaction and be around people who are doing like I guess you'd say like-minded like-minded things,N,N
7,low_031,client,641,65,because I that it's a it is important for me to have social interaction and be around people who are doing like I guess you'd say like-minded like-minded things and then it becomes less just about me and more about you know just sharing,1560,193,and then it becomes less just about me,N,N
7,low_031,client,641,65,because I that it's a it is important for me to have social interaction and be around people who are doing like I guess you'd say like-minded like-minded things and then it becomes less just about me and more about you know just sharing,1561,194,and more about you know just sharing,N,N
7,low_031,counsellor,642,66,oh okay it's about sharing there's that yeah really that piece of connectedness that's really important for you,1562,195,oh okay it's about sharing,SRL,SR
7,low_031,counsellor,642,66,oh okay it's about sharing there's that yeah really that piece of connectedness that's really important for you,1563,196,there's that,O,FI
7,low_031,counsellor,642,66,oh okay it's about sharing there's that yeah really that piece of connectedness that's really important for you,1564,197,yeah really that piece of connectedness,SRL,SR
7,low_031,counsellor,642,66,oh okay it's about sharing there's that yeah really that piece of connectedness that's really important for you,1565,198,that's really important for you,SRL,SR
7,low_031,client,643,67,yeah,1566,199,yeah,N,N
7,low_031,counsellor,644,68,so if we were to ask your second question and that's kind of where the rubber meets the road how confident are you that you could start finding a group activity let's say in the next two weeks,1567,200,so if we were to ask your second question and that's kind of where the rubber meets the road,Q,CQ
7,low_031,counsellor,644,68,so if we were to ask your second question and that's kind of where the rubber meets the road how confident are you that you could start finding a group activity let's say in the next two weeks,1568,201,how confident are you that you could start finding a group activity,Q,CQ
7,low_031,counsellor,644,68,so if we were to ask your second question and that's kind of where the rubber meets the road how confident are you that you could start finding a group activity let's say in the next two weeks,1569,202,let's say in the next two weeks,Q,CQ
7,low_031,client,645,69,oh,1570,203,oh,N,N
7,low_031,counsellor,646,70,you could start one obviously you've got steps to find it,1571,204,you could start one,IMI,ADW
7,low_031,counsellor,646,70,you could start one obviously you've got steps to find it,1572,205,obviously you've got steps to find it,IMI,ADW
7,low_031,client,647,71,right,1573,206,right,N,N
7,low_031,counsellor,648,72,involved but within two weeks you could find yourself in some type of a group activity,1574,207,involved but within two weeks you could find yourself in some type of a group activity,IMI,ADW
7,low_031,client,649,73,two weeks seems reasonable I think I can do it within two weeks so I would give that a eight,1575,208,two weeks seems reasonable,N,N
7,low_031,client,649,73,two weeks seems reasonable I think I can do it within two weeks so I would give that a eight,1576,209,I think I can do it within two weeks,C,AB+
7,low_031,client,649,73,two weeks seems reasonable I think I can do it within two weeks so I would give that a eight,1577,210,so I would give that a eight,C,AB+
7,low_031,counsellor,650,74,so you would get that in ages yeah so it's something that's pretty important to you,1578,211,so you would get that in ages yeah,SRL,SR
7,low_031,counsellor,650,74,so you would get that in ages yeah so it's something that's pretty important to you,1579,212,so it's something that's pretty important to you,SRL,SR
7,low_031,client,651,75,yeah,1580,213,yeah,N,N
7,low_031,counsellor,652,76,definitely more than a six or seven and also you're really confident that you can go out there and do that,1581,214,definitely more than a six or seven,SRL,SR
7,low_031,counsellor,652,76,definitely more than a six or seven and also you're really confident that you can go out there and do that,1582,215,and also you're really confident that you can go out there and do that,SRL,SR
7,low_031,client,653,77,yeah,1583,216,yeah,N,N
7,low_031,counsellor,654,78,what do you see as some of the barriers that might get in your way,1584,217,what do you see as some of the barriers that might get in your way,Q,OQ
7,low_031,client,655,79,um I guess just structuring my time better,1585,218,um I guess just structuring my time better,N,N
7,low_031,counsellor,656,80,structuring your day better,1586,219,structuring your day better,SRL,SR
7,low_031,client,657,81,yes yes so really not slacking off and really not saying okay well I'm tired you know now tonight I'll just wait till tomorrow basically that,1587,220,yes yes so really not slacking off,N,N
7,low_031,client,657,81,yes yes so really not slacking off and really not saying okay well I'm tired you know now tonight I'll just wait till tomorrow basically that,1588,221,and really not saying okay well I'm tired you know now tonight,N,N
7,low_031,client,657,81,yes yes so really not slacking off and really not saying okay well I'm tired you know now tonight I'll just wait till tomorrow basically that,1589,222,I'll just wait till tomorrow basically that,N,N
7,low_031,counsellor,658,82,so finding the time in your day,1590,223,so finding the time in your day,SRL,SR
7,low_031,client,659,83,yeah,1591,224,yeah,N,N
7,low_031,counsellor,660,84,able to do or not do this or not,1592,225,able to do or not,SRL,SR
7,low_031,counsellor,660,84,able to do or not do this or not,1593,226,do this or not,SRL,SR
7,low_031,client,661,85,yeah,1594,227,yeah,N,N
7,low_031,counsellor,662,86,and how do you see that best in your day how do you see that working in like an evening kind of thing or,1595,228,and how do you see that best in your day,Q,OQ
7,low_031,counsellor,662,86,and how do you see that best in your day how do you see that working in like an evening kind of thing or,1596,229,how do you see that working in like an evening kind of thing or,Q,OQ
7,low_031,client,663,87,the evening yeah yeah right now the way the way just my today is structured with what I need to do in terms of um work and other commitments,1597,230,the evening yeah yeah right now,N,N
7,low_031,client,663,87,the evening yeah yeah right now the way the way just my today is structured with what I need to do in terms of um work and other commitments,1598,231,the way the way just my today is structured with what I need to do in terms of um work and other commitments,N,N
7,low_031,counsellor,664,88,okay,1599,232,okay,O,FA
7,low_031,client,665,89,evening yeah,1600,233,evening yeah,N,N
7,low_031,counsellor,666,90,so one of the things I hear people frequently will be saying is that the evenings my time to unwind and then I don't have the energy or I don't feel like going out to do something that might be more rigorous how is that for you,1601,234,so one of the things I hear people frequently will be saying is that the evenings my time to unwind,IMI,RCW
7,low_031,counsellor,666,90,so one of the things I hear people frequently will be saying is that the evenings my time to unwind and then I don't have the energy or I don't feel like going out to do something that might be more rigorous how is that for you,1602,235,and then I don't have the energy or I don't feel like going out to do something that might be more rigorous,IMI,RCW
7,low_031,counsellor,666,90,so one of the things I hear people frequently will be saying is that the evenings my time to unwind and then I don't have the energy or I don't feel like going out to do something that might be more rigorous how is that for you,1603,236,how is that for you,Q,OQ
7,low_031,client,667,91,I think that would be that would be okay I could always have a cup of coffee beforehand,1604,237,I think that would be that would be okay,C,AB+
7,low_031,client,667,91,I think that would be that would be okay I could always have a cup of coffee beforehand,1605,238,I could always have a cup of coffee beforehand,C,AB+
7,low_031,counsellor,668,92,you can always have a cup of coffee,1606,239,you can always have a cup of coffee,SRL,SR
7,low_031,client,669,93,yes yes,1607,240,yes,N,N
7,low_031,client,669,93,yes yes,1608,241,yes,N,N
7,low_031,counsellor,670,94,well it would be okay with you I would to touch base maybe after that class starts and just kind of see what you found how it's working and then we can go from there looking at any kind of barriers the one thing I think I would just encourage you with to normalize is to realize about doing things in small doable steps and not feeling like if you haven't done everything for the day that you're,1609,242,well it would be okay with you I would to touch base maybe after that class starts and just kind of see what you found how it's working,O,ST
7,low_031,counsellor,670,94,well it would be okay with you I would to touch base maybe after that class starts and just kind of see what you found how it's working and then we can go from there looking at any kind of barriers the one thing I think I would just encourage you with to normalize is to realize about doing things in small doable steps and not feeling like if you haven't done everything for the day that you're,1610,243,and then we can go from there looking at any kind of barriers,O,ST
7,low_031,counsellor,670,94,well it would be okay with you I would to touch base maybe after that class starts and just kind of see what you found how it's working and then we can go from there looking at any kind of barriers the one thing I think I would just encourage you with to normalize is to realize about doing things in small doable steps and not feeling like if you haven't done everything for the day that you're,1611,244,the one thing I think I would just encourage you with to normalize is to realize about doing things in small doable steps,IMI,ADW
7,low_031,counsellor,670,94,well it would be okay with you I would to touch base maybe after that class starts and just kind of see what you found how it's working and then we can go from there looking at any kind of barriers the one thing I think I would just encourage you with to normalize is to realize about doing things in small doable steps and not feeling like if you haven't done everything for the day that you're,1612,245,and not feeling like if you haven't done everything for the day that you're,IMI,ADW
7,low_031,client,671,95,right,1613,246,right,N,N
7,low_031,counsellor,672,96,the day but but that anymore water you drink or vegetables you've added it's certainly a positive and looking at trend,1614,247,the day but but that anymore,IMI,ADW
7,low_031,counsellor,672,96,the day but but that anymore water you drink or vegetables you've added it's certainly a positive and looking at trend,1615,248,water you drink or vegetables you've added it's certainly a positive,IMI,ADW
7,low_031,counsellor,672,96,the day but but that anymore water you drink or vegetables you've added it's certainly a positive and looking at trend,1616,249,and looking at trend,IMI,ADW
7,low_031,client,673,97,right,1617,250,right,N,N
7,low_031,counsellor,674,98,then to be hard on yourself right towards your you know movement toward wellness,1618,251,then to be hard on yourself right,IMI,ADW
7,low_031,counsellor,674,98,then to be hard on yourself right towards your you know movement toward wellness,1619,252,towards your you know movement toward wellness,IMI,ADW
7,low_031,client,675,99,right,1620,253,right,N,N
7,low_031,counsellor,676,100,okay so if we could touch base maybe in three weeks,1621,254,okay so if we could touch base maybe in three weeks,O,ST
7,low_031,client,677,101,sure,1622,255,sure,N,N
7,low_031,counsellor,678,102,that would be super I'd really look forward to it I'm really glad you came in,1623,256,that would be super,O,FI
7,low_031,counsellor,678,102,that would be super I'd really look forward to it I'm really glad you came in,1624,257,I'd really look forward to it,O,FI
7,low_031,counsellor,678,102,that would be super I'd really look forward to it I'm really glad you came in,1625,258,I'm really glad you came in,O,FI
7,low_031,client,679,103,okay thank you,1626,259,okay thank you,N,N
8,low_033,client,680,0,Well my name's Andrea as you know I'm in the marching band I played a tenor sax and involved in music so I'm also in the Jazz Band the Wind Ensemble and yeah that's about okay I'm an IB student,1627,0,Well my name's Andrea as you know,N,N
8,low_033,client,680,0,Well my name's Andrea as you know I'm in the marching band I played a tenor sax and involved in music so I'm also in the Jazz Band the Wind Ensemble and yeah that's about okay I'm an IB student,1628,1,I'm in the marching band,N,N
8,low_033,client,680,0,Well my name's Andrea as you know I'm in the marching band I played a tenor sax and involved in music so I'm also in the Jazz Band the Wind Ensemble and yeah that's about okay I'm an IB student,1629,2,I played a tenor sax and involved in music,N,N
8,low_033,client,680,0,Well my name's Andrea as you know I'm in the marching band I played a tenor sax and involved in music so I'm also in the Jazz Band the Wind Ensemble and yeah that's about okay I'm an IB student,1630,3,so I'm also in the Jazz Band the Wind Ensemble,N,N
8,low_033,client,680,0,Well my name's Andrea as you know I'm in the marching band I played a tenor sax and involved in music so I'm also in the Jazz Band the Wind Ensemble and yeah that's about okay I'm an IB student,1631,4,and yeah that's about okay,N,N
8,low_033,client,680,0,Well my name's Andrea as you know I'm in the marching band I played a tenor sax and involved in music so I'm also in the Jazz Band the Wind Ensemble and yeah that's about okay I'm an IB student,1632,5,I'm an IB student,N,N
8,low_033,counsellor,681,1,"okay, how long ago did you start playing saxophone",1633,6,"okay, how long ago did you start playing saxophone",Q,CQ
8,low_033,client,682,2,Well saxophone I started about four years ago but I've been involved in music for about ten years now,1634,7,Well saxophone I started about four years ago,N,N
8,low_033,client,682,2,Well saxophone I started about four years ago but I've been involved in music for about ten years now,1635,8,but I've been involved in music for about ten years now,N,N
8,low_033,counsellor,683,3,Wow that's a long time what other instruments?,1636,9,Wow that's a long time,O,FI
8,low_033,counsellor,683,3,Wow that's a long time what other instruments?,1637,10,what other instruments?,Q,CQ
8,low_033,client,684,4,I started off on the violin first okay that for like six years once the clarinet double here and there with different things and then I found the one the one per week back,1638,11,I started off on the violin first okay that for like six years,N,N
8,low_033,client,684,4,I started off on the violin first okay that for like six years once the clarinet double here and there with different things and then I found the one the one per week back,1639,12,once the clarinet,N,N
8,low_033,client,684,4,I started off on the violin first okay that for like six years once the clarinet double here and there with different things and then I found the one the one per week back,1640,13,double here and there with different things,N,N
8,low_033,client,684,4,I started off on the violin first okay that for like six years once the clarinet double here and there with different things and then I found the one the one per week back,1641,14,and then I found the one,N,N
8,low_033,client,684,4,I started off on the violin first okay that for like six years once the clarinet double here and there with different things and then I found the one the one per week back,1642,15,the one per week back,N,N
8,low_033,counsellor,685,5,"awesome, and you played tenor sax?",1643,16,"awesome,",O,FI
8,low_033,counsellor,685,5,"awesome, and you played tenor sax?",1644,17,and you played tenor sax?,Q,CQ
8,low_033,client,686,6,yeah that's an aside,1645,18,yeah,N,N
8,low_033,client,686,6,yeah that's an aside,1646,19,that's an aside,N,N
8,low_033,counsellor,687,7,"Wow, and how long have you been in marching?",1647,20,"Wow, and how long have you been in marching?",Q,CQ
8,low_033,client,688,8,band marching band since freshman year... just a couple years,1648,21,band marching band since freshman year...,N,N
8,low_033,client,688,8,band marching band since freshman year... just a couple years,1649,22,just a couple years,N,N
8,low_033,counsellor,689,9,okay great and how do you like marching band?,1650,23,okay great,O,FI
8,low_033,counsellor,689,9,okay great and how do you like marching band?,1651,24,and how do you like marching band?,Q,CQ
8,low_033,client,690,10,it's fun it's a lot of work long summers taught but it's fun,1652,25,it's fun,N,N
8,low_033,client,690,10,it's fun it's a lot of work long summers taught but it's fun,1653,26,it's a lot of work,N,N
8,low_033,client,690,10,it's fun it's a lot of work long summers taught but it's fun,1654,27,long summers taught,N,N
8,low_033,client,690,10,it's fun it's a lot of work long summers taught but it's fun,1655,28,but it's fun,N,N
8,low_033,counsellor,691,11,what are your favorite parts about it?,1656,29,what are your favorite parts about it?,Q,OQ
8,low_033,client,692,12,"I really like the group setting. Oh, we're getting to work with my other classmates and things like that. And putting on this entire show, it's very exciting. Very exhilarating once you're in competition.",1657,30,I really like the group setting.,N,N
8,low_033,client,692,12,"I really like the group setting. Oh, we're getting to work with my other classmates and things like that. And putting on this entire show, it's very exciting. Very exhilarating once you're in competition.",1658,31,"Oh, we're getting to work with my other classmates and things like that.",N,N
8,low_033,client,692,12,"I really like the group setting. Oh, we're getting to work with my other classmates and things like that. And putting on this entire show, it's very exciting. Very exhilarating once you're in competition.",1659,32,"And putting on this entire show, it's very exciting.",N,N
8,low_033,client,692,12,"I really like the group setting. Oh, we're getting to work with my other classmates and things like that. And putting on this entire show, it's very exciting. Very exhilarating once you're in competition.",1660,33,Very exhilarating once you're in competition.,N,N
8,low_033,counsellor,693,13,okay cool cool and you have a lot of friends who are in band with you?,1661,34,okay cool cool,O,FI
8,low_033,counsellor,693,13,okay cool cool and you have a lot of friends who are in band with you?,1662,35,and you have a lot of friends who are in band with you?,Q,CQ
8,low_033,client,694,14,yeah friends outside of Bandar I have them you know to to supper group to have my friends from class and then my friends from Brand from band,1663,36,yeah friends outside of Bandar I have them,N,N
8,low_033,client,694,14,yeah friends outside of Bandar I have them you know to to supper group to have my friends from class and then my friends from Brand from band,1664,37,you know to to supper group to have my friends from class,N,N
8,low_033,client,694,14,yeah friends outside of Bandar I have them you know to to supper group to have my friends from class and then my friends from Brand from band,1665,38,and then my friends from Brand from band,N,N
8,low_033,counsellor,695,15,okay great and then tell me a little bit about your family?,1666,39,okay great,O,FI
8,low_033,counsellor,695,15,okay great and then tell me a little bit about your family?,1667,40,and then tell me a little bit about your family?,Q,OQ
8,low_033,client,696,16,well I'll have one brother he's older than me about nine years older than me and my parents and my dog,1668,41,well I'll have one brother,N,N
8,low_033,client,696,16,well I'll have one brother he's older than me about nine years older than me and my parents and my dog,1669,42,he's older than me,N,N
8,low_033,client,696,16,well I'll have one brother he's older than me about nine years older than me and my parents and my dog,1670,43,about nine years older than me,N,N
8,low_033,client,696,16,well I'll have one brother he's older than me about nine years older than me and my parents and my dog,1671,44,and my parents,N,N
8,low_033,client,696,16,well I'll have one brother he's older than me about nine years older than me and my parents and my dog,1672,45,and my dog,N,N
